,Lot,CD,ZipCode,ZoneDist1,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,BsmtCode,YearBuilt,BoroCode,CondoNo,BIN,IsBopa,geox,geoy
9305,66,108,10065.0,77,157,8.0,7531,26090,26090,0,0,0,0,0,0,26090,1,4.0,0,1,75.0,100.42,75.0,94.0,3.0,2.0,1920,1,0,1040916,1,40.76633331461049,-73.97074420315747
9306,7502,108,10065.0,23,131,4.0,8384,65689,12678,53011,0,12658,0,0,0,0,1,13.0,68,69,83.5,100.41,0.0,0.0,0.0,5.0,1901,1,111,1040935,1,40.76579501567638,-73.96947371433541
9307,7,108,10065.0,77,28,3.0,2512,11875,0,11875,0,0,0,0,0,0,1,6.0,10,10,25.0,100.42,25.0,98.0,3.0,2.0,1900,1,0,1041017,1,40.76667631591722,-73.97038665627271
9308,10,108,10065.0,77,88,8.0,4566,19000,19000,0,0,0,0,0,0,19000,3,4.0,0,1,46.5,100.42,45.5,100.42,3.0,2.0,2001,1,0,1078326,1,40.76656371256818,-73.97011956214777
9309,14,108,10065.0,23,98,5.0,4117,18860,18860,0,18860,0,0,0,0,0,1,5.0,0,1,41.0,100.42,41.0,92.0,3.0,2.0,1932,1,0,1041075,1,40.767054821096885,-73.96935761423524
9310,26,108,10065.0,77,45,5.0,10041,125274,4000,0,0,4000,0,0,0,0,1,16.0,0,4,100.0,100.42,100.0,100.0,3.0,2.0,1927,1,0,1041080,1,40.766612632653406,-73.96830368035714
9311,56,108,10065.0,23,78,4.0,7125,36512,36512,0,14000,15512,0,7000,0,0,1,4.0,0,6,75.0,95.0,75.0,95.0,2.0,2.0,2011,1,0,1041092,1,40.76723316271927,-73.96910843576623
9312,64,108,10065.0,77,171,8.0,4318,20127,20127,0,20127,0,0,0,0,0,1,6.0,1,3,43.0,100.42,43.0,100.0,3.0,2.0,1917,1,0,1041098,1,40.76750228930997,-73.96964260685208
9313,136,108,10065.0,65,3,1.0,508,2000,0,2000,0,0,0,0,0,0,1,4.0,1,1,25.42,20.0,25.0,20.0,3.0,2.0,1920,1,0,1041106,1,40.76648615537688,-73.96751674910631
9314,1,108,10065.0,65,88,8.0,30400,125863,125863,0,0,0,0,0,0,125863,1,12.0,0,2,150.42,253.0,72.0,230.0,3.0,2.0,1927,1,0,1081210,1,40.76802378141782,-73.96960987792156
9315,23,108,10065.0,23,23,3.0,10845,143840,8990,134850,0,8990,0,0,0,0,1,17.0,82,87,108.0,100.0,100.0,108.0,3.0,2.0,1963,1,0,1041128,1,40.76741133628543,-73.96824553859351
9316,30,108,10065.0,77,160,8.0,3515,16086,16086,0,0,0,0,0,0,16086,1,6.0,1,2,35.0,100.42,35.0,78.0,3.0,2.0,1908,1,0,1041133,1,40.767150413121854,-73.96762472777843
9317,58,108,10065.0,23,141,4.0,1600,6000,2600,3400,0,2600,0,0,0,0,1,5.0,6,8,20.0,80.0,20.0,73.0,3.0,2.0,1910,1,0,1041149,1,40.767932927038686,-73.96857381181185
9318,59,108,10065.0,23,78,4.0,1634,6839,6839,0,3981,2858,0,0,0,0,1,5.0,0,7,20.42,80.0,20.0,75.0,2.0,2.0,1900,1,0,1041150,1,40.767982322511365,-73.96853768716772
9319,61,108,10065.0,77,88,8.0,14058,70000,70000,0,0,0,0,0,0,70000,1,5.0,0,2,140.0,100.0,140.0,100.0,3.0,2.0,1962,1,0,1041152,1,40.76808402547189,-73.96908277012487
9320,8,108,10065.0,77,49,5.0,4720,19764,0,0,0,0,0,0,0,0,1,5.0,0,1,47.0,100.42,47.0,100.0,3.0,2.0,1900,1,0,1041161,1,40.76852589563432,-73.96895981945083
9321,9,108,10065.0,77,171,8.0,2812,11700,9432,2268,9432,0,0,0,0,0,1,6.0,2,3,28.0,100.42,28.0,81.0,3.0,2.0,1910,1,0,1041162,1,40.76847371341543,-73.96884070848472
9322,11,108,10065.0,77,171,8.0,4117,18735,18735,0,18735,0,0,0,0,0,1,6.0,0,1,41.0,100.42,41.0,80.0,0.0,2.0,1916,1,0,1041164,1,40.768396809770294,-73.9686530163508
9323,50,108,10065.0,23,76,5.0,1500,6000,6000,0,0,6000,0,0,0,0,1,5.0,0,1,20.0,75.0,20.0,75.0,3.0,2.0,1910,1,0,1041182,1,40.76834712093725,-73.96762775618296
9324,66,108,10065.0,77,171,8.0,2823,12284,12284,0,12284,0,0,0,0,0,1,5.0,0,1,27.0,100.42,27.0,68.0,3.0,2.0,1923,1,0,1041193,1,40.76879210228152,-73.96883694934289
9325,72,108,10065.0,65,171,8.0,3650,17612,17612,0,17612,0,0,0,0,0,1,6.0,0,1,30.42,120.0,30.42,120.0,3.0,2.0,1910,1,0,1041196,1,40.7688471018776,-73.96922682309622
9326,7502,108,10065.0,23,131,4.0,10042,86910,9171,77739,607,8564,0,0,0,0,1,10.0,33,36,100.0,100.42,100.0,90.0,0.0,5.0,1907,1,582,1076285,1,40.76803975859404,-73.96780119214671
9327,12,108,10065.0,77,49,5.0,3012,12913,0,0,0,0,0,0,0,0,1,6.0,0,1,30.0,100.42,30.0,98.0,3.0,2.0,1904,1,0,1041205,1,40.769016989371536,-73.96817256921251
9328,15,108,10065.0,23,101,5.0,2209,9228,9228,0,5569,3659,0,0,0,0,1,5.0,0,3,22.0,100.42,22.0,90.0,3.0,2.0,1910,1,0,1041207,1,40.76891811467915,-73.96794156466859
9329,17,108,10065.0,23,26,4.0,3012,41674,2977,38697,0,2977,0,0,0,0,1,15.0,53,57,100.42,30.0,100.0,30.0,3.0,2.0,1926,1,0,1041209,1,40.76885494337226,-73.96778996747976
9330,24,108,10065.0,23,78,4.0,1848,7810,7029,781,3905,3124,0,0,0,0,1,5.0,1,7,22.42,84.0,22.0,71.0,2.0,2.0,1920,1,0,1041213,1,40.76858586246527,-73.96744713181954
9331,43,108,10065.0,77,157,8.0,4017,20093,20093,0,0,0,0,0,0,20093,1,6.0,0,4,40.0,100.42,40.0,50.0,3.0,2.0,1921,1,0,1041229,1,40.76865697136253,-73.96655899519811
9332,49,108,10065.0,23,25,4.0,3840,41371,3447,37924,0,3447,0,0,0,0,1,12.0,33,36,40.42,95.0,38.0,93.0,2.0,2.0,1925,1,0,1041234,1,40.7689892469781,-73.96712201771012
9333,85,107,10024.0,77,15,2.0,2554,11850,0,11850,0,0,0,0,0,0,1,5.0,11,11,25.0,102.17,25.0,86.0,3.0,2.0,1910,1,0,1033757,1,40.78642687535611,-73.98062626887095
9334,31,107,10024.0,77,137,4.0,1890,4160,800,3360,0,0,0,0,0,800,1,3.0,2,3,18.5,102.17,18.5,52.0,0.0,1.0,1901,1,0,1033805,1,40.78697571202722,-73.9799833220986
9335,12,107,10024.0,77,90,8.0,1635,5080,5080,0,0,0,0,0,0,5080,1,5.0,0,1,16.0,102.17,16.0,69.0,3.0,2.0,1910,1,0,1033841,1,40.78849911833907,-73.98044871481542
9336,49,107,10024.0,77,55,5.0,7663,51520,0,0,0,0,0,0,0,0,1,9.0,0,1,75.0,102.17,70.0,90.0,2.0,2.0,1927,1,0,1033867,1,40.788625291012245,-73.9799539361323
9337,23,107,10024.0,77,162,8.0,6845,27592,27592,0,0,0,0,0,0,27592,2,5.0,0,1,67.0,102.17,84.0,102.17,2.0,2.0,1920,1,0,1033913,1,40.78874589930054,-73.97905469624445
9338,46,107,10024.0,66,92,8.0,2554,9730,9730,0,0,0,0,0,0,9730,1,4.0,0,2,25.0,102.17,25.0,102.0,3.0,2.0,1920,1,0,1033924,1,40.78915489828733,-73.9792423542127
9339,36,107,10024.0,66,161,8.0,8071,33596,33596,0,0,0,0,0,0,33596,1,7.0,0,2,80.67,100.0,80.0,100.0,2.0,2.0,1910,1,0,1033942,1,40.78952516642512,-73.97779049552193
9340,1,107,10024.0,66,63,8.0,15811,236300,236300,0,0,0,0,0,0,236300,1,16.0,0,2,100.67,157.0,101.0,157.0,2.0,2.0,1940,1,0,1033956,1,40.79063981992882,-73.97936467754269
9341,61,107,10024.0,66,156,8.0,12575,10152,10152,0,0,0,0,0,0,10152,2,3.5,0,1,111.42,101.25,67.0,69.0,1.0,2.0,1915,1,0,1071378,1,40.791468591671865,-73.97861324800016
9342,86,107,10024.0,75,92,8.0,2013,4717,4717,0,0,0,0,0,0,4717,1,3.0,1,4,20.0,100.67,20.0,67.0,2.0,1.0,1910,1,0,1034044,1,40.791309093650476,-73.97703511814314
9343,21,107,10024.0,66,11,2.0,2000,3780,0,3780,0,0,0,0,0,0,1,4.0,5,5,20.0,100.0,20.0,70.0,3.0,5.0,1900,1,0,1034084,1,40.791912733693366,-73.97604898921662
9344,22,107,10024.0,66,88,8.0,10525,10000,10000,0,0,0,0,0,0,10000,1,3.0,0,1,80.0,125.0,80.0,115.0,3.0,2.0,1920,1,0,1034085,1,40.79204721796807,-73.97601282644996
9345,32,107,10024.0,75,162,8.0,3928,16481,16481,0,3296,0,0,0,0,0,1,4.0,3,3,39.0,100.67,39.0,95.0,3.0,2.0,1915,1,0,1034091,1,40.79224769547756,-73.97655808306374
9346,51,107,10024.0,75,107,8.0,1850,6534,6534,0,0,0,0,0,0,6534,1,5.0,0,1,25.0,74.08,25.0,53.0,3.0,2.0,1910,1,0,1034098,1,40.79250560441616,-73.97609211348315
9347,53,107,10024.0,75,88,8.0,1775,6823,6823,0,0,0,0,0,0,6823,1,5.0,0,1,25.0,71.33,25.0,53.0,2.0,2.0,1925,1,0,1034100,1,40.79243420836292,-73.97593323490729
9348,12,107,10025.0,75,157,8.0,2725,11380,11380,0,0,0,0,0,0,11380,1,5.0,0,1,50.0,54.0,50.0,40.0,3.0,2.0,1940,1,0,1034119,1,40.79306266559142,-73.97552490894749
9349,65,107,10025.0,75,155,8.0,45320,155944,155944,0,0,0,0,0,0,155944,1,3.0,0,0,201.42,225.0,193.17,202.0,0.0,2.0,1950,1,0,1034190,1,40.795109899193314,-73.97399644753365
9350,1,105,10036.0,45,102,5.0,20887,348786,348786,0,338764,10022,0,0,0,0,1,15.0,0,10,100.42,208.0,100.42,208.0,1.0,0.0,1906,1,0,1034195,1,40.754860067378296,-73.9834471898077
9351,9,105,10036.0,39,100,5.0,67875,1517497,1515117,2380,1417379,27138,68600,0,0,2000,2,47.0,0,62,100.42,442.0,100.0,433.0,0.0,2.0,1971,1,0,1034196,1,40.75482429802813,-73.98284803492581
9352,18,105,10036.0,45,159,8.0,15666,265200,265200,0,265200,0,0,0,0,0,1,17.0,0,4,78.0,200.83,78.0,200.0,3.0,2.0,1912,1,0,1034197,1,40.75448659237817,-73.98217677310706
9353,34,105,10036.0,27,100,5.0,20920,659122,659122,0,646976,12136,0,10,0,0,1,58.0,0,154,100.42,208.33,100.0,208.0,3.0,2.0,1930,1,0,1034199,1,40.75391004140812,-73.98120600663152
9354,42,105,10036.0,39,92,8.0,12552,72568,72568,0,0,0,0,0,0,72568,1,7.0,0,3,125.0,100.42,125.0,100.0,3.0,2.0,1900,1,0,1034201,1,40.754280595631975,-73.98128891807413
9355,1,105,10036.0,45,100,5.0,48199,615000,615000,0,452297,19703,143000,0,0,0,1,21.0,0,1,200.83,240.0,201.0,240.0,3.0,0.0,1962,1,0,1034202,1,40.75559831788839,-73.98285866400856
9356,14,105,10036.0,39,98,5.0,13850,43298,43298,0,43298,0,0,0,0,0,1,4.0,0,1,52.5,200.83,52.5,100.42,0.0,2.0,1900,1,0,1034204,1,40.75540608217529,-73.98217652708048
9357,18,105,10036.0,39,164,8.0,2510,6325,6325,0,0,0,0,0,0,6325,1,4.0,0,1,25.0,100.42,25.0,90.42,0.0,2.0,1920,1,0,1076256,1,40.75504099108018,-73.98192035509237
9358,19,105,10036.0,39,100,5.0,19250,287894,287894,0,277874,10000,0,10,0,10,1,20.0,0,319,141.83,200.83,142.0,200.0,3.0,2.0,1920,1,0,1034206,1,40.75500800902604,-73.98163521905295
9359,29,105,10036.0,39,113,8.0,9957,31596,31596,0,0,0,0,0,0,31596,1,5.0,1,2,99.17,100.42,99.0,99.0,3.0,2.0,1889,1,0,1034208,1,40.754642850052655,-73.980971188196
9360,48,105,10036.0,39,112,8.0,10042,70280,70280,0,0,0,0,0,0,70280,1,7.0,0,1,100.0,100.42,100.0,100.0,3.0,2.0,1900,1,0,1034214,1,40.755123241360266,-73.98134282292594
9361,54,105,10036.0,39,49,5.0,5038,59429,0,0,0,0,0,0,0,0,1,14.0,0,1,50.17,100.42,50.0,99.0,3.0,0.0,1901,1,0,1034215,1,40.75529073446083,-73.9817398150282
9362,117,105,10036.0,39,78,4.0,2250,8460,8460,0,4200,4260,0,0,0,0,1,4.0,0,5,22.5,100.0,23.0,92.0,3.0,2.0,1920,1,0,1034216,1,40.7550711945894,-73.98199253556845
9363,7501,105,10036.0,39,126,5.0,11230,143479,141013,0,127255,13758,0,0,0,0,1,14.0,0,48,44.33,200.83,0.0,0.0,0.0,5.0,1922,1,1435,1034205,1,40.75512611924736,-73.98218382086381
9364,7502,105,10036.0,27,126,5.0,27025,379888,379888,0,371406,8482,0,0,0,0,1,23.0,0,10,115.83,250.0,115.83,250.0,0.0,5.0,1919,1,1973,1034212,1,40.75480473168375,-73.98062102828361
9365,1,105,10036.0,45,100,5.0,9375,179513,179513,0,171949,7564,0,0,0,0,1,20.0,0,84,75.0,125.0,75.0,125.0,3.0,2.0,1931,1,0,1034217,1,40.756155476899316,-73.98269609347248
9366,4,105,10036.0,45,102,5.0,7375,49552,49552,0,42542,7000,0,10,0,0,1,8.0,0,10,60.42,125.0,60.42,100.0,0.0,5.0,1914,1,0,1034218,1,40.75632014420019,-73.98258054665227
9367,7,105,10036.0,39,46,5.0,9221,77358,0,0,0,0,0,0,0,0,3,3.0,0,2,91.83,100.42,19.0,100.0,3.0,5.0,1902,1,0,1081059,1,40.756031906918956,-73.98232434854117
9368,10,105,10036.0,39,54,5.0,4502,33478,0,0,0,0,0,0,0,0,1,9.0,0,4,44.83,100.42,45.0,100.0,3.0,2.0,1904,1,0,1034219,1,40.755941296891564,-73.98210780373478
9369,12,105,10036.0,39,54,5.0,7100,52575,0,0,0,0,0,0,0,0,1,12.0,0,118,70.83,100.42,58.0,100.0,0.0,2.0,1900,1,0,1034220,1,40.755864415850894,-73.98192735055184
9370,16,105,10036.0,39,49,5.0,7538,39651,19651,0,0,0,0,0,0,19651,1,7.0,0,1,75.0,100.42,75.0,100.0,2.0,2.0,1900,1,0,1034221,1,40.75571614414193,-73.98157727232194
9371,20,105,10036.0,39,49,5.0,23597,152820,0,0,0,0,0,0,0,0,2,8.0,77,78,125.0,200.83,125.0,200.0,0.0,5.0,1910,1,0,1034223,1,40.75569686379259,-73.98116218888038
9372,24,105,10036.0,39,102,5.0,16250,231948,231948,0,222211,9717,0,10,0,10,2,16.0,0,150,100.0,200.83,100.0,200.0,0.0,5.0,1916,1,0,1034224,1,40.75553212488752,-73.98083377472909
9373,28,105,10036.0,39,102,5.0,7532,52851,52851,0,48351,4500,0,0,0,0,2,12.0,0,14,75.0,100.42,50.0,100.0,0.0,5.0,1914,1,0,1034225,1,40.7553152561879,-73.98063170810077
9374,42,105,10036.0,27,102,5.0,7531,112936,112936,0,98336,14600,0,0,0,0,1,16.0,0,41,75.0,100.42,75.0,100.0,0.0,5.0,1910,1,0,1034228,1,40.755466146649816,-73.9802165768901
9375,46,105,10036.0,39,78,4.0,1649,4439,4439,0,1289,3150,0,0,0,0,1,3.0,0,2,16.42,100.42,16.0,93.0,3.0,2.0,1925,1,0,1034230,1,40.755573234224364,-73.9804655978882
9376,64,105,10036.0,39,102,5.0,4016,58538,58538,0,52138,6400,0,0,0,0,1,17.0,0,62,40.0,100.42,40.0,100.0,0.0,5.0,1914,1,0,1034235,1,40.75616358287017,-73.98186229851109
9377,66,105,10036.0,39,102,5.0,4067,44063,44063,0,42063,2000,0,0,0,0,1,12.0,0,12,40.5,100.42,41.0,100.0,0.0,5.0,1911,1,0,1034237,1,40.75624321044203,-73.98205358018059
9378,71,105,10036.0,45,102,5.0,7850,69481,69481,0,61481,8000,0,0,0,0,1,9.0,0,20,65.42,120.0,65.0,120.0,0.0,5.0,1911,1,0,1034240,1,40.75647657824474,-73.98247222044782
9379,7502,105,10036.0,39,131,4.0,6024,122920,57153,51097,0,9342,0,0,0,47811,1,48.0,53,220,60.0,100.42,60.0,80.0,3.0,5.0,2008,1,2085,1034238,1,40.7563118537033,-73.98221237972699
9380,9071,105,10036.0,45,152,11.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,1034240,1,40.75647657824474,-73.98247222044782
9381,15,105,10036.0,39,102,5.0,5648,59841,59841,0,57841,2000,0,0,0,0,1,12.0,0,13,56.25,100.42,56.0,100.0,0.0,5.0,1922,1,0,1034242,1,40.756440719116135,-73.98134245391029
9382,16,105,10036.0,39,102,5.0,8158,108929,108929,0,101929,7000,0,0,0,0,1,16.0,0,13,81.25,100.42,81.0,100.0,3.0,2.0,1923,1,0,1034243,1,40.756350107839715,-73.9811295186134
9383,19,105,10036.0,39,102,5.0,5025,55622,55622,0,49837,4500,0,0,0,1285,1,12.0,0,12,50.0,100.42,50.0,100.0,0.0,5.0,1920,1,0,1034244,1,40.756262242109315,-73.98092380210565
9384,21,105,10036.0,39,102,5.0,10041,187567,187567,0,170660,13487,0,3420,0,0,1,16.0,0,37,100.0,100.42,100.0,100.0,0.0,5.0,1913,1,0,1034245,1,40.75616339158761,-73.9806856038843
9385,50,108,10021.0,23,111,8.0,12920,50560,50560,0,0,0,0,0,0,50560,1,5.0,0,3,103.67,125.0,98.17,95.0,2.0,2.0,1965,1,0,1041666,1,40.773407293445494,-73.96383795767052
9386,7501,108,10021.0,23,131,4.0,7151,91399,12506,78893,0,7644,0,4862,0,0,1,16.0,78,80,70.0,102.17,70.0,92.0,0.0,5.0,1929,1,50,1041681,1,40.773456975151184,-73.96472970701075
9387,7503,108,10021.0,23,131,4.0,12620,64480,14327,50153,0,14327,0,0,0,0,5,7.0,10,11,125.0,102.17,100.67,125.0,2.0,5.0,1910,1,2529,1041649,1,40.77315483405769,-73.96401861546515
9388,1,108,10021.0,65,98,5.0,4025,17880,17880,0,17880,0,0,0,0,0,1,5.0,1,3,35.0,115.0,35.0,104.0,3.0,2.0,1908,1,0,1041682,1,40.77438759269896,-73.96522746047805
9389,17,108,10021.0,23,78,4.0,2375,7750,7750,0,2000,5750,0,0,0,0,1,5.0,0,5,25.0,95.0,25.0,75.0,0.0,5.0,1910,1,0,1041694,1,40.77413472351311,-73.96407585348763
9390,28,108,10021.0,77,157,8.0,9093,19944,19944,0,0,0,0,0,0,19944,2,4.0,0,2,51.0,204.0,51.0,65.5,3.0,2.0,1925,1,0,1072055,1,40.77370621091244,-73.96302183501341
9391,57,108,10021.0,23,45,5.0,10025,135582,6219,0,0,6219,0,0,0,0,2,15.0,112,114,98.08,102.17,98.0,102.0,3.0,2.0,1926,1,0,1041706,1,40.77432409689589,-73.96403242559866
9392,63,108,10021.0,77,1,1.0,2035,7410,0,7410,0,0,0,0,0,0,1,5.0,1,1,19.92,102.17,19.92,78.0,3.0,2.0,1899,1,0,1041709,1,40.77445594303801,-73.96435007703171
9393,2,108,10075.0,65,28,3.0,6000,41287,3749,37538,3749,0,0,0,0,0,1,11.0,34,38,50.0,120.0,50.0,101.0,3.0,2.0,1923,1,0,1041786,1,40.7751038055759,-73.964689119053
9394,6,108,10021.0,77,28,3.0,3065,12160,0,12160,0,0,0,0,0,0,1,5.0,4,5,30.0,102.17,28.0,91.0,2.0,5.0,1910,1,0,1041788,1,40.774991193619115,-73.96443644281315
9395,21,108,10021.0,23,45,5.0,18803,294142,35520,0,0,11040,24480,0,0,0,1,40.0,0,259,100.92,185.0,25.0,90.0,0.0,5.0,1930,1,0,1041797,1,40.774381407119385,-73.9629925762397
9396,65,108,10075.0,77,160,8.0,2554,9525,9525,0,0,0,0,0,0,9525,1,5.0,0,1,25.0,102.17,25.0,70.0,3.0,2.0,1910,1,0,1041808,1,40.7751145542027,-73.96394534616984
9397,1,108,10075.0,65,23,3.0,20433,196910,0,196910,0,0,0,0,0,0,1,12.0,68,68,102.17,200.0,102.17,190.0,0.0,5.0,1927,1,0,1041816,1,40.77568001853452,-73.96410029370139
9398,17,108,10075.0,23,45,5.0,12260,185000,15494,0,0,15494,0,0,0,0,1,15.0,0,11,102.17,120.0,102.0,118.0,3.0,2.0,1927,1,0,1041821,1,40.775322938694785,-73.96326284286845
9399,25,108,10075.0,23,98,5.0,3525,12534,12534,0,12534,0,0,0,0,0,1,6.0,0,1,34.5,102.17,31.0,68.0,2.0,2.0,1910,1,0,1041822,1,40.775018045069864,-73.96255535011106
9400,44,108,10075.0,77,162,8.0,10855,48796,48796,0,0,0,0,0,0,48796,1,7.0,0,1,106.25,102.17,106.25,102.17,3.0,2.0,1980,1,0,1041831,1,40.775061732317305,-73.96185849567182
9401,56,108,10075.0,23,141,4.0,2422,8517,2429,6088,0,2429,0,0,0,0,1,4.0,4,7,25.5,95.0,26.0,93.0,3.0,2.0,1910,1,0,1041835,1,40.775462870688024,-73.96310751248475
9402,163,108,10075.0,77,160,8.0,2043,10262,10262,0,0,0,0,0,0,10262,1,5.0,0,1,20.0,102.17,20.0,73.17,3.0,2.0,1910,1,0,1041855,1,40.77575118883529,-73.9634864610111
9403,7501,108,10075.0,23,121,3.0,17265,193124,54449,138675,12075,11889,23140,0,0,7345,1,16.0,111,111,204.33,100.0,0.0,0.0,0.0,5.0,1958,1,460,1072068,1,40.77528703635877,-73.96257686203494
9404,1,108,10075.0,65,159,8.0,13325,31089,31089,0,0,0,0,0,0,31089,1,3.5,0,3,82.17,150.0,70.0,140.0,1.0,1.0,1912,1,0,1041856,1,40.776324911839275,-73.96371722392321
9405,13,108,10075.0,77,157,8.0,2554,12033,12033,0,0,0,0,0,0,12033,1,6.0,0,3,25.0,102.17,25.0,102.67,3.0,2.0,1925,1,0,1041862,1,40.77602824134448,-73.96296638703527
9406,16,108,10075.0,23,136,4.0,2400,11375,3201,8174,0,2326,0,875,0,0,1,6.0,1,2,24.0,100.0,24.0,84.0,3.0,2.0,1910,1,0,1041865,1,40.77598150748757,-73.9627389472832
9407,23,108,10075.0,23,101,5.0,5100,27318,26427,891,11583,10950,0,0,0,3894,1,6.0,2,18,45.33,91.67,44.0,81.0,2.0,2.0,1929,1,0,1083090,1,40.775624522383474,-73.96221922812278
9408,52,108,10075.0,23,23,3.0,15050,218064,11477,206587,0,11477,0,0,0,0,1,20.0,97,97,100.33,150.0,100.33,150.0,0.0,2.0,1958,1,0,1041883,1,40.775929095508225,-73.96193743128984
9409,62,108,10075.0,65,157,8.0,2861,14979,14979,0,0,0,0,0,0,14979,1,6.0,0,1,28.0,102.17,28.0,87.0,3.0,1.0,1910,1,0,1041889,1,40.776354859224035,-73.96294815245265
9410,63,108,10075.0,65,98,5.0,3065,14750,14750,0,14750,0,0,0,0,0,1,6.0,0,1,30.0,102.17,30.0,64.75,3.0,2.0,1900,1,0,1041890,1,40.776393315685574,-73.9630420063863
9411,65,108,10075.0,65,98,5.0,3576,14450,14450,0,14450,0,0,0,0,0,1,5.0,0,1,35.0,102.17,35.0,85.0,3.0,2.0,1900,1,0,1041891,1,40.77643726500864,-73.96314668916361
9412,69,108,10075.0,65,98,5.0,3217,16625,16625,0,16625,0,0,0,0,0,1,5.0,0,1,32.17,100.0,32.17,100.0,2.0,2.0,1900,1,0,1041894,1,40.776714609751004,-73.96354370245051
9413,70,108,10075.0,65,1,1.0,2500,13300,0,13300,0,0,0,0,0,0,1,5.0,1,1,25.0,100.0,25.0,97.0,3.0,2.0,1910,1,0,1041895,1,40.776643263720295,-73.9635979005585
9414,5,108,10022.0,26,99,5.0,12050,170511,170511,0,170511,0,0,0,0,0,2,14.0,0,1,60.0,200.83,60.0,200.0,0.0,5.0,1962,1,0,1041901,1,40.762948574698,-73.9689371496784
9415,23,108,10022.0,25,77,5.0,84350,838890,838890,0,0,838890,0,0,0,0,1,12.0,0,2,200.83,420.0,199.0,416.0,1.0,2.0,1868,1,0,1041904,1,40.76220425898735,-73.96716868480866
9416,5,108,10022.0,65,163,8.0,2008,6300,5040,1260,5040,0,0,0,0,0,1,5.0,1,2,20.0,100.42,20.0,63.0,3.0,2.0,1910,1,0,1041912,1,40.76351118432935,-73.96870585424772
9417,7,108,10022.0,77,16,4.0,2008,6860,1980,4880,0,1980,0,0,0,0,1,5.0,7,9,20.0,100.42,20.0,99.0,3.0,2.0,1900,1,0,1041914,1,40.76342878993718,-73.96851456896255
9418,8,108,10022.0,77,16,4.0,2008,6000,2880,3120,0,2880,0,0,0,0,1,5.0,7,9,20.0,100.42,20.0,72.0,2.0,2.0,1910,1,0,1041915,1,40.763404069481616,-73.96844960271089
9419,39,108,10065.0,8,78,4.0,1700,5550,3350,2200,0,3350,0,0,0,0,1,4.0,1,2,20.0,85.0,20.0,85.0,3.0,2.0,1900,1,0,1041930,1,40.762772100596976,-73.96606379043342
9420,59,108,10065.0,25,141,4.0,1600,6340,2536,3804,1268,1268,0,0,0,0,1,5.0,4,6,20.0,80.0,20.0,75.0,3.0,5.0,1910,1,0,1041941,1,40.76345876535518,-73.9677312090098
9421,105,108,10022.0,77,20,3.0,2008,6582,0,6582,0,0,0,0,0,0,1,6.0,7,7,20.0,100.42,18.0,56.0,3.0,0.0,1910,1,0,1041951,1,40.763483719239844,-73.96864088913698
9422,159,108,10065.0,25,141,4.0,2008,6430,2166,4264,0,2166,0,0,0,0,1,5.0,4,6,20.0,100.42,20.0,100.0,3.0,5.0,1910,1,0,1041955,1,40.763458787572006,-73.96781062654395
9423,7501,108,10065.0,8,131,4.0,17575,209314,43389,165925,0,43389,0,0,0,0,1,20.0,165,166,100.42,135.0,0.0,0.0,0.0,5.0,1963,1,87,1041959,1,40.762519666890455,-73.96634548638016
9424,7503,108,10065.0,65,131,4.0,9942,100554,12358,86812,11958,0,400,0,0,0,1,15.0,48,52,100.42,99.0,0.0,0.0,0.0,5.0,1915,1,667,1041950,1,40.76381583793934,-73.96865878230291
9425,14,108,10065.0,7,16,4.0,3423,13446,3726,9720,0,2430,0,0,0,1296,1,5.0,16,17,34.0,100.42,34.0,100.0,3.0,2.0,1940,1,0,1041971,1,40.76382924364281,-73.96751082509824
9426,16,108,10065.0,7,78,4.0,1300,4180,2260,1920,0,2260,0,0,0,0,1,4.0,4,6,20.0,65.0,20.0,65.0,3.0,2.0,1950,1,0,1041973,1,40.76376057712231,-73.96734119306973
9427,17,108,10065.0,7,76,5.0,1300,2100,2100,0,0,2100,0,0,0,0,1,2.0,0,1,20.0,65.0,20.0,52.5,3.0,2.0,1910,1,0,1041974,1,40.763856623627724,-73.96727255768396
9428,20,108,10065.0,7,16,4.0,1600,6200,2400,3800,0,2400,0,0,0,0,1,5.0,7,9,20.0,80.0,20.0,80.0,3.0,2.0,1910,1,0,1041975,1,40.763664361581725,-73.96681780481285
9429,22,108,10065.0,7,16,4.0,3234,12980,5480,7500,0,5480,0,0,0,0,2,5.0,15,20,40.42,80.0,40.0,80.0,3.0,2.0,1927,1,0,1041977,1,40.76349422285922,-73.96694062584817
9430,25,108,10065.0,77,98,5.0,2109,5985,5985,0,5985,0,0,0,0,0,1,4.0,0,1,21.0,100.42,21.0,57.0,3.0,0.0,1899,1,0,1041980,1,40.76341450546509,-73.96652552852419
9431,44,108,10065.0,77,88,8.0,4017,12678,12678,0,0,0,0,0,0,12678,1,3.0,0,1,40.0,100.42,40.0,95.0,3.0,2.0,1938,1,0,1041990,1,40.76357358762846,-73.96613918984309
